"","Site","campaign","habitat","drying_regime","flow_state","mean_CO2_g_m2_d","mean_CH4_mg_m2_d","mean_soil_temp","mean_soil_VWC","mean_pool_riffle_depth_cm","sed_temp","sed_VWC","Air_temp","Temp_water_C","Mean_Velocity..m.s.","bedrock","boulders","cobbles","gravel","sand","silt","Sed_OM","DO_mg_L","pH","cond_us_cm","Freq_Flow","Freq_Dry","Freq_Ponded","latitude","longitude","m_to_source","freq_flow_2021","freq_dry_2021","freq_pool_2021","freqflow7","freqflow30","freqdry7","freqdry30","freqpool7","freqpool30","Tsince_manual","percent_C","percent_N","CN_ratio","Canopy_Cover_Benth","Stock_Benth_g.m2","Ave.wet.width_m","Embeddedness","Discharge_l_s","masl","length.IR.up","length.PR.up","percent.IR.up","percent.PR.up","Max..wetted.width..m.","Min..wetted.width..m.","Bankfull.at.max..wetted.width..m.","Bankfull.at.min..wetted.width..m.","MeanDur_Ponded","MeanDur_Dry","MeanDur_Flow","MaxDur_Ponded","MaxDur_Dry","MaxDur_Flow","sed_pH","sed_cond_uS_cm","NO3_N_mg_l","DN_ugL","DOC_ugL","SRP_ugL","NH4_N_ugL","In_stream_CO2_g_m2_d","aquatic_conditions"
"97","BR01","1","Flowing","intermittent_long","flowing",0.909026183965786,0.0546375026942745,NA,NA,14.1333333333333,NA,NA,3.41666666666667,7.9,0.374,0,0,85,10,5,0,2.87,11.65,8.57,383,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.063430271,0.149981904,7.0903905247129,73.5,1.630214623,2.7,0,0.117,385,1239.3,0,100,0,4,2,12,11,1,20.11111111,4.666666667,1,180,14,7.5,820,1.049,1267,1472,5,16,0.909026183965786,"Flowing"
"98","BR01","1","Riparian","intermittent_long","flowing",0.973324820916308,-0.0316368054733784,6.85,0.411111111111111,NA,NA,NA,3.41666666666667,NA,NA,NA,NA,NA,NA,NA,NA,2.87,NA,NA,383,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.630214623,2.7,0,NA,385,1239.3,0,100,0,4,2,12,11,1,20.11111111,4.666666667,1,180,14,NA,NA,NA,NA,NA,NA,NA,0.909026183965786,"Flowing"
"99","BR01","2","Flowing","intermittent_long","flowing",0.460299029790767,0.0317949898048836,NA,NA,8.56666666666667,NA,NA,8.25,9.7,NA,0,0,85,10,5,0,NA,10.9,8.35,375,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,0.625,0.161290322580645,0.375,0.806451612903226,0,0.032258064516129,4,NA,NA,NA,NA,NA,NA,NA,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.460299029790767,"Flowing"
"100","BR01","2","Riparian","intermittent_long","flowing",1.01058337863083,0.00949734142235285,9.88888888888888,0.415777777777778,NA,NA,NA,8.16666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,0.625,0.161290322580645,0.375,0.806451612903226,0,0.032258064516129,4,NA,NA,NA,NA,NA,NA,NA,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.460299029790767,"Flowing"
"101","BR01","3","Dry","intermittent_long","dry",0.241921043979212,-0.0100790738732229,NA,NA,NA,13.32,0.1572,20.7864,NA,0,0,0,85,10,5,0,3.08,NA,NA,NA,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.996104189,0.11466871,8.68680033986604,73.5,1.704026177,NA,0,NA,385,1239.3,0,100,0,NA,NA,12,11,1,20.11111111,4.666666667,1,180,14,8.16,164.7,NA,NA,NA,NA,NA,0.241921043979212,"Dry"
"102","BR01","3","Riparian","intermittent_long","dry",2.1925583244332,-0.0270732688757606,13.9166666666667,0.389666666666667,NA,NA,NA,20.6625,NA,NA,NA,NA,NA,NA,NA,NA,3.08,NA,NA,NA,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.704026177,NA,0,NA,385,1239.3,0,100,0,NA,NA,12,11,1,20.11111111,4.666666667,1,180,14,NA,NA,NA,NA,NA,NA,NA,0.241921043979212,"Dry"
"103","BR01","4","Dry","intermittent_long","dry",0.593865408304746,-0.107440648721201,NA,NA,NA,15.864868,NA,15.8736,NA,NA,0,0,85,10,5,0,NA,NA,NA,NA,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593865408304746,"Dry"
"104","BR01","4","Riparian","intermittent_long","dry",2.71966002974103,-0.0099452980674334,14.46,0.3972,NA,NA,NA,15.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593865408304746,"Dry"
"105","BR01","5","Dry","intermittent_long","dry",1.41197091274184,-0.189097639995873,NA,NA,NA,14.0733333333333,0.0864,13.825,NA,0,0,0,85,10,5,0,2.42,NA,NA,NA,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.630600762,0.13379455,4.71320215957974,73.5,33.28113853,NA,0,NA,385,1239.3,0,100,0,NA,NA,12,11,1,20.11111111,4.666666667,1,180,14,8.8,59.7,NA,NA,NA,NA,NA,1.41197091274184,"Dry"
"106","BR01","5","Riparian","intermittent_long","dry",2.16617820173787,-0.221409065551521,14.2266666666667,0.3342,NA,NA,NA,14.2842,NA,NA,NA,NA,NA,NA,NA,NA,2.42,NA,NA,NA,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.856840335,0.320956911,15.1323749965926,NA,33.28113853,NA,0,NA,385,1239.3,0,100,0,NA,NA,12,11,1,20.11111111,4.666666667,1,180,14,NA,NA,NA,NA,NA,NA,NA,1.41197091274184,"Dry"
"107","BR01","6","Dry","intermittent_long","dry",0.463313263544337,0.08441495122096,NA,NA,NA,7.39333333333333,0.120733333333333,6.9164,NA,NA,0,0,85,10,5,0,NA,NA,NA,NA,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.463313263544337,NA
"108","BR01","7","Flowing","intermittent_long","flowing",0.800367605865171,0.201808710883662,NA,NA,22.625,NA,NA,0.14875,6.8,0.224,0,1,93,5,1,0,2.67,11.53,8.22,422,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.924324594,0.145056777,6.37215725536215,73.5,25.71124769,2.8,0,0.036,385,1239.3,0,100,0,4.7,1.6,12,11,1,20.11111111,4.666666667,1,180,14,7.79,268,0.749,746,2327,2,12,0.800367605865171,"Flowing"
"109","BR01","7","Riparian","intermittent_long","flowing",0.14284627130494,-0.0259571306823535,3.05833333333333,0.41025,NA,NA,NA,0.121,NA,NA,NA,NA,NA,NA,NA,NA,2.67,NA,NA,422,0.184210526,0.793859649,0.021929825,45.963864,5.442748,1021.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.71124769,2.8,0,NA,385,1239.3,0,100,0,4.7,1.6,12,11,1,20.11111111,4.666666667,1,180,14,NA,NA,NA,NA,NA,NA,NA,0.800367605865171,"Flowing"
"110","BR02","1","Flowing","perennial","flowing",14.6753947542407,-0.0432063586186209,NA,NA,19.8,NA,NA,4.7,9.4,0.45385,0,23,71,5,1,0,2.52,11.27,8.09,412,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,0.964848,0.156139852,6.17938333898254,88.5,0.119412637,4.3,10,0.421,352,1855,1405,56.90184049,43.09815951,5.7,3,6.9,5,0,0,NA,0,0,NA,7.48,756,0.675,615.5,1212,7,0,14.6753947542407,"Flowing"
"111","BR02","1","Riparian","perennial","flowing",0.528971117447713,-0.23428324131188,5.4,0.399533333333333,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,2.52,NA,NA,412,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,0.119412637,4.3,10,NA,352,1855,1405,56.90184049,43.09815951,5.7,3,6.9,5,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,14.6753947542407,"Flowing"
"112","BR02","2","Flowing","perennial","flowing",12.5252715386157,0.0258223446842963,NA,NA,24.84,NA,NA,8.5,10.4,NA,0,23,71,5,1,0,NA,10.45,7.82,419,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5252715386157,"Flowing"
"113","BR02","2","Riparian","perennial","flowing",1.02054341503598,-0.262830692828843,10.0866666666667,0.3914,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5252715386157,"Flowing"
"114","BR02","3","Flowing","perennial","flowing",19.7354925856252,-0.0517333419600674,NA,NA,32.3,NA,NA,12.0324,11,0.3717,1,30,63,5,1,0,2.65,10.84,8.36,421,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,0.993396622,0.115597548,8.59357866310452,88.5,0.085809877,3.7,10,0.238,352,1855,1405,56.90184049,43.09815951,4.5,2.5,6.9,5,0,0,NA,0,0,NA,7.98,237,0.646,608,1608,6,25,19.7354925856252,"Flowing"
"115","BR02","3","Riparian","perennial","flowing",2.44214472917528,-0.320916518910153,14.2066666666667,0.3914,NA,NA,NA,12.013,NA,NA,NA,NA,NA,NA,NA,NA,2.65,NA,NA,421,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,7.606186443,0.413078758,18.4134049395975,NA,0.085809877,3.7,10,NA,352,1855,1405,56.90184049,43.09815951,4.5,2.5,6.9,5,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,19.7354925856252,"Flowing"
"116","BR02","4","Flowing","perennial","flowing",29.4503109272677,NA,NA,NA,27.9,NA,NA,18.0262,11.9,NA,1,30,63,5,1,0,NA,10.95,7.84,412,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4503109272677,"Flowing"
"117","BR02","4","Riparian","perennial","flowing",2.50858903201874,-0.441755498049706,15.1866666666667,0.3902,NA,NA,NA,17.8168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4503109272677,"Flowing"
"118","BR02","5","Flowing","perennial","flowing",3.85322207460634,0.0632149476528126,NA,NA,27.875,NA,NA,12.42425,10.9,1.2081,2,20,73,5,0,0,1.41,10.3,8.03,429,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,0.422105051,0.184321351,2.2900496806797,88.5,2.744959039,2.4,0,0.013,352,1855,1405,56.90184049,43.09815951,4.4,1,6.9,5,0,0,NA,0,0,NA,7.97,129.7,0.961,904,1656,4,60,3.85322207460634,"Flowing"
"119","BR02","5","Riparian","perennial","flowing",1.02268766725365,-0.508951208926193,12.9583333333333,0.378666666666667,NA,NA,NA,12.521,NA,NA,NA,NA,NA,NA,NA,NA,1.41,NA,NA,429,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,7.166766648,0.425967066,16.8246966022486,NA,2.744959039,2.4,0,NA,352,1855,1405,56.90184049,43.09815951,4.4,1,6.9,5,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3.85322207460634,"Flowing"
"120","BR02","6","Flowing","perennial","flowing",3.19688502287403,0.0464442208672275,NA,NA,18.8,NA,NA,7.4406,10.7,NA,2,20,73,5,0,0,NA,11.02,7.97,428,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19688502287403,"Flowing"
"121","BR02","6","Riparian","perennial","flowing",1.0477255036315,-0.515010870339616,8.16666666666666,0.376,NA,NA,NA,7.22925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19688502287403,"Flowing"
"122","BR02","7","Flowing","perennial","flowing",8.92787854844891,NA,NA,NA,31.75,NA,NA,1.872,9.9,0.3029,0,30,64,5,1,0,1.74,10.96,7.77,4.76,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,0.839730142,0.181799504,4.61899028063355,88.5,5.290918944,3.7,5,0.35,352,1855,1405,56.90184049,43.09815951,4.2,2.4,6.9,5,0,0,NA,0,0,NA,8.18,104.7,0.701,709.5,1771.5,7,19,8.92787854844891,"Flowing"
"123","BR02","7","Riparian","perennial","flowing",0.252179141178455,-19.519549999987,2.65833333333333,0.423083333333333,NA,NA,NA,1.7365,NA,NA,NA,NA,NA,NA,NA,NA,1.74,NA,NA,4.76,1,0,0,45.958314,5.44073,1678.923,1,0,0,1,1,0,0,0,0,NA,6.847924341,0.406966022,16.8267716979085,NA,5.290918944,3.7,5,NA,352,1855,1405,56.90184049,43.09815951,4.2,2.4,6.9,5,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8.92787854844891,"Flowing"
"124","BU01","1","Flowing","intermittent_moderate","flowing",1.84256035797921,0.573956539406883,NA,NA,23.7833333333333,NA,NA,5.25,7.5,0.4789,20,10,63,5,2,0,3.77,11.53,8.33,395,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,1,1,0,0,0,0,105,1.380950171,0.180261925,7.66079786954455,89,1.344218236,3.2,15,0.0242,554,2763.8,515.4,84.28275189,15.71724811,4.2,2.3,8,5.3,1.555555556,13.66666667,22,4,95,196,7.23,432,0.797,796,3098,8,30,1.84256035797921,"Flowing"
"125","BU01","1","Riparian","intermittent_moderate","flowing",0.665873362654499,-0.148722179255582,5.02666666666667,0.359533333333333,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3.77,NA,NA,395,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,1,1,0,0,0,0,105,2.611378111,0.160922899,16.2275109833809,NA,1.344218236,3.2,15,NA,554,2763.8,515.4,84.28275189,15.71724811,4.2,2.3,8,5.3,1.555555556,13.66666667,22,4,95,196,NA,NA,NA,NA,NA,NA,NA,1.84256035797921,"Flowing"
"126","BU01","2","Flowing","intermittent_moderate","flowing",0.378836019343636,0.0403400927660268,NA,NA,15.1333333333333,NA,NA,7,7.4,NA,20,10,63,5,2,0,NA,11.18,8.56,565,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,1,1,0,0,0,0,155,NA,NA,NA,NA,NA,NA,NA,NA,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.378836019343636,"Flowing"
"127","BU01","2","Riparian","intermittent_moderate","flowing",1.28013395841025,-0.220939295811369,8.68333333333333,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,1,1,0,0,0,0,155,NA,NA,NA,NA,NA,NA,NA,NA,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.378836019343636,"Flowing"
"128","BU01","3","Flowing","intermittent_moderate","flowing",1.12620217941839,0.0799109231530577,NA,NA,22.4,NA,NA,17.6808333333333,12.8,0.171,35,25,20,15,5,0,3.51,10.37,8.25,533,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,0.625,0.838709677419355,0.25,0.0645161290322581,0.125,0.0967741935483871,4,1.179305939,0.14822804,7.95602464284086,89,0.318756273,2.6,0,0.034,554,2763.8,515.4,84.28275189,15.71724811,4.4,1.3,8,5.3,1.555555556,13.66666667,22,4,95,196,7.69,870,0.297,338,1587.5,10,6,1.12620217941839,"Flowing"
"129","BU01","3","Riparian","intermittent_moderate","flowing",2.92904854016139,-0.170981838039096,14.0944444444445,0.347111111111111,NA,NA,NA,17.7758333333333,NA,NA,NA,NA,NA,NA,NA,NA,3.51,NA,NA,533,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,0.625,0.838709677419355,0.25,0.0645161290322581,0.125,0.0967741935483871,4,3.62636439,0.228473826,15.8721217808118,NA,0.318756273,2.6,0,NA,554,2763.8,515.4,84.28275189,15.71724811,4.4,1.3,8,5.3,1.555555556,13.66666667,22,4,95,196,NA,NA,NA,NA,NA,NA,NA,1.12620217941839,"Flowing"
"130","BU01","4","Flowing","intermittent_moderate","flowing",1.1780555184971,-0.0246591039240009,NA,NA,17.2,NA,NA,25.537,16.8,NA,35,25,20,15,5,0,NA,9.83,8.13,637,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,1,0.774193548387097,0,0.161290322580645,0,0.0645161290322581,14,NA,NA,NA,NA,NA,NA,NA,NA,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1780555184971,"Flowing"
"131","BU01","4","Riparian","intermittent_moderate","flowing",4.26754117065556,-0.27776816387314,17.2333333333333,0.3438,NA,NA,NA,25.5016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,1,0.774193548387097,0,0.161290322580645,0,0.0645161290322581,14,NA,NA,NA,NA,NA,NA,NA,NA,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1780555184971,"Flowing"
"132","BU01","5","Dry","intermittent_moderate","dry",0.575389358995413,-0.0669878291696614,NA,NA,NA,16.5888888888889,0.117333333333333,23.9983333333333,NA,0,35,25,20,15,5,0,2.93,NA,NA,NA,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,0,0.129032258064516,1,0.838709677419355,0,0.032258064516129,24,0.507631914,0.193033433,2.62976162269258,89,71.13932803,NA,0,NA,554,2763.8,515.4,84.28275189,15.71724811,NA,NA,8,5.3,1.555555556,13.66666667,22,4,95,196,8.77,64.4,NA,NA,NA,NA,NA,0.575389358995413,"Dry"
"133","BU01","5","Riparian","intermittent_moderate","dry",4.53639453172796,-0.566299022540398,15.8291666666666,0.261666666666667,NA,NA,NA,23.99025,NA,NA,NA,NA,NA,NA,NA,NA,2.93,NA,NA,NA,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,0,0.129032258064516,1,0.838709677419355,0,0.032258064516129,24,3.241519289,0.189992103,17.0613369598841,NA,71.13932803,NA,0,NA,554,2763.8,515.4,84.28275189,15.71724811,NA,NA,8,5.3,1.555555556,13.66666667,22,4,95,196,NA,NA,NA,NA,NA,NA,NA,0.575389358995413,"Dry"
"134","BU01","6","Dry","intermittent_moderate","dry",0.550795615767945,1.97516627292484,NA,NA,NA,6.22666666666667,0.169533333333333,3.049,NA,NA,35,25,20,15,5,0,NA,NA,NA,NA,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,0,0.225806451612903,1,0.645161290322581,0,0.129032258064516,14,NA,NA,NA,NA,NA,NA,NA,NA,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.550795615767945,"Dry"
"135","BU01","6","Riparian","intermittent_moderate","dry",0.957309711786459,-0.215853914400894,6.95333333333333,0.3338,NA,NA,NA,3.0278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,0,0.225806451612903,1,0.645161290322581,0,0.129032258064516,14,NA,NA,NA,NA,NA,NA,NA,NA,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.550795615767945,"Dry"
"136","BU01","7","Flowing","intermittent_moderate","flowing",1.62009519984753,0.287537885263559,NA,NA,18.75,NA,NA,4.415,NA,NA,35,25,20,15,5,0,NA,NA,NA,NA,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,0,0.032258064516129,0,0,0.125,0,6,NA,NA,NA,89,3.492721903,NA,0,NA,554,2763.8,515.4,84.28275189,15.71724811,NA,NA,8,5.3,1.555555556,13.66666667,22,4,95,196,NA,NA,0.448,518.5,2593.5,8,7,1.62009519984753,"Flowing"
"137","BU01","7","Riparian","intermittent_moderate","flowing",0.433032985932735,-0.0733607802136987,2.2,0.35625,NA,NA,NA,4.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602389078,0.351535836,0.046075085,45.899826,5.39636,1327.798,0.723287671232877,0.224657534246575,0.0520547945205479,0,0.032258064516129,0,0,0.125,0,6,3.180880485,0.223223105,14.2497815582307,NA,3.492721903,NA,0,NA,554,2763.8,515.4,84.28275189,15.71724811,NA,NA,8,5.3,1.555555556,13.66666667,22,4,95,196,NA,NA,NA,NA,NA,NA,NA,1.62009519984753,"Flowing"
"138","BU02","1","Flowing","perennial","flowing",2.1529418127418,0.606725811601197,NA,NA,28.5,NA,NA,13,10,0.1948,5,25,35,30,5,0,1.92,11.21,8,402,1,0,0,45.914635,5.373575,4686.043,1,0,0,1,1,0,0,0,0,NA,0.620170048,0.132208459,4.69084998562762,95.5,0.812552122,2.1,10,0.089,340,2763.8,9112.5,23.27155764,76.72844236,2.5,1.7,3.7,3.2,0,0,NA,0,0,NA,7.19,1787,0.918,837,731.5,2,0,2.1529418127418,"Flowing"
"139","BU02","1","Riparian","perennial","flowing",1.7622982297453,-0.559083280509303,6.53888888888889,0.254,NA,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,1.92,NA,NA,402,1,0,0,45.914635,5.373575,4686.043,1,0,0,1,1,0,0,0,0,NA,6.503203598,0.298287302,21.8018117244562,NA,0.812552122,2.1,10,NA,340,2763.8,9112.5,23.27155764,76.72844236,2.5,1.7,3.7,3.2,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.1529418127418,"Flowing"
"140","BU02","2","Flowing","perennial","flowing",3.03670059499499,1.07159860096153,NA,NA,23.96,NA,NA,10.3,9.6,NA,5,25,35,30,5,0,NA,10.7,8.4,420,1,0,0,45.914635,5.373575,4686.043,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03670059499499,"Flowing"
"141","BU02","2","Riparian","perennial","flowing",1.32277395800316,-0.418491532572575,9.37333333333333,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,45.914635,5.373575,4686.043,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03670059499499,"Flowing"
"142","BU02","3","Flowing","perennial","flowing",3.74368200064535,2.13838758631228,NA,NA,NA,NA,NA,19.149,12,0.3311,0,45,45,10,0,0,16.61,10.36,8.15,420,1,0,0,45.914635,5.373575,4686.043,1,0,0,1,1,0,0,0,0,NA,1.026001629,0.159161437,6.44629533597388,95.5,0.93428718,2.7,0,NA,340,2763.8,9112.5,23.27155764,76.72844236,32,2.1,3.7,3.2,0,0,NA,0,0,NA,8.51,128.2,1.009,946.5,753,7,4,3.74368200064535,"Flowing"
"143","BU02","3","Riparian","perennial","flowing",5.1240364862274,-0.264016870869616,15.5533333333333,0.313466666666667,NA,NA,NA,19.13,NA,NA,NA,NA,NA,NA,NA,NA,16.61,NA,NA,420,1,0,0,45.914635,5.373575,4686.043,1,0,0,1,1,0,0,0,0,NA,5.699216439,0.275949125,20.6531419115752,NA,0.93428718,2.7,0,NA,340,2763.8,9112.5,23.27155764,76.72844236,32,2.1,3.7,3.2,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3.74368200064535,"Flowing"
"144","BU02","4","Flowing","perennial","flowing",5.53045149229897,6.09474995443042,NA,NA,38.7,NA,NA,22.7934,13.2,NA,0,45,45,10,0,0,NA,10.7,8.16,415,1,0,0,45.914635,5.373575,4686.043,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53045149229897,"Flowing"
