"","Site","campaign","habitat","drying_regime","flow_state","mean_mg_N2ON_m2_d","mean_soil_temp","mean_soil_VWC","mean_pool_riffle_depth_cm","sed_temp","sed_VWC","Air_temp","Temp_water_C","Mean_Velocity..m.s.","bedrock","boulders","cobbles","gravel","sand","silt","Sed_OM","DO_mg_L","pH","cond_us_cm","Freq_Flow","Freq_Dry","Freq_Ponded","latitude","longitude","m_to_source","freq_flow_2021","freq_dry_2021","freq_pool_2021","freqflow7","freqflow30","freqdry7","freqdry30","freqpool7","freqpool30","Tsince_manual","percent_C","percent_N","CN_ratio","Canopy_Cover_Benth","Stock_Benth_g.m2","Ave.wet.width_m","Embeddedness","Discharge_l_s","masl","length.IR.up","length.PR.up","percent.IR.up","percent.PR.up","Max..wetted.width..m.","Min..wetted.width..m.","Bankfull.at.max..wetted.width..m.","Bankfull.at.min..wetted.width..m.","MeanDur_Ponded","MeanDur_Dry","MeanDur_Flow","MaxDur_Ponded","MaxDur_Dry","MaxDur_Flow","sed_pH","sed_cond_uS_cm","NO3_N_mg_l","DN_ugL","DOC_ugL","SRP_ugL","NH4_N_ugL","In_stream_N2O_mg_m2_d","aquatic_conditions.x","aquatic_conditions.y"
"1","AL01","1","Flowing","perennial","flowing",0.186828043160966,NA,NA,18.44,NA,NA,5.6,3.8,0.1936,3,15,76,5,1,0,2.9,11.97,7.77,326,0.890710383,0,0.109289617,46.082816,5.619329,3631.301,1,0,0,1,1,0,0,0,0,NA,1.0976406,0.144952791,7.57240058937534,56,1.651284563,4.4,0,0.072,902,0,3708.4,0,100,7,2.5,19,11,30,NA,244.5,39,NA,482,7.36,793,0.192,320,3107.5,3,0,0.186828043160966,"Flowing","Flowing"
"2","AL01","1","Riparian","perennial","flowing",0.00339970515423295,3.04666666666667,0.354933333333333,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,326,0.890710383,0,0.109289617,46.082816,5.619329,3631.301,1,0,0,1,1,0,0,0,0,NA,10.63659227,0.389537025,27.3057285632861,NA,1.651284563,4.4,0,NA,902,0,3708.4,0,100,7,2.5,19,11,30,NA,244.5,39,NA,482,NA,NA,NA,NA,NA,NA,NA,0.186828043160966,"Flowing","Flowing"
"3","AL01","3","Flowing","perennial","flowing",0.139996015373007,NA,NA,12.8,NA,NA,12.8252,12,0.1812,0,15,80,5,0,0,5.31,9.59,7.94,3.84,0.890710383,0,0.109289617,46.082816,5.619329,3631.301,1,0,0,1,1,0,0,0,0,NA,1.895505774,0.178668304,10.6090768847283,56,3.22785551,2.9,0,0.02,902,0,3708.4,0,100,5.6,2,19,11,30,NA,244.5,39,NA,482,7.71,248,0.09,376.5,5735.5,7,3,0.139996015373007,"Flowing","Flowing"
"4","AL01","3","Riparian","perennial","flowing",0.0802512748355379,11.92,0.4056,NA,NA,NA,12.7674,NA,NA,NA,NA,NA,NA,NA,NA,5.31,NA,NA,3.84,0.890710383,0,0.109289617,46.082816,5.619329,3631.301,1,0,0,1,1,0,0,0,0,NA,13.19440574,0.585918945,22.5191655818536,NA,3.22785551,2.9,0,NA,902,0,3708.4,0,100,5.6,2,19,11,30,NA,244.5,39,NA,482,NA,NA,NA,NA,NA,NA,NA,0.139996015373007,"Flowing","Flowing"
"5","AL01","5","Flowing","perennial","flowing",0.0471727333092986,NA,NA,12,NA,NA,9.669,10.5,0.1482,0,20,77,2,1,0,1.05,9.44,7.88,424,0.890710383,0,0.109289617,46.082816,5.619329,3631.301,1,0,0,1,1,0,0,0,0,NA,0.677774906,0.062503436,10.8438023471222,56,2.009278528,2.35,0,0.025,902,0,3708.4,0,100,3,1.8,19,11,30,NA,244.5,39,NA,482,8.35,84.1,0.275,589,5022.5,2,57,0.0471727333092986,"Flowing","Flowing"
"6","AL01","5","Riparian","perennial","flowing",0.325856109115258,12.7666666666667,0.44,NA,NA,NA,9.965,NA,NA,NA,NA,NA,NA,NA,NA,1.05,NA,NA,424,0.890710383,0,0.109289617,46.082816,5.619329,3631.301,1,0,0,1,1,0,0,0,0,NA,14.67114934,0.544188906,26.9596626800768,NA,2.009278528,2.35,0,NA,902,0,3708.4,0,100,3,1.8,19,11,30,NA,244.5,39,NA,482,NA,NA,NA,NA,NA,NA,NA,0.0471727333092986,"Flowing","Flowing"
"7","AL01","7","Flowing","perennial","flowing",0.0532265664928466,NA,NA,9,NA,NA,-2.0532,4.6,0.0243,5,25,60,5,5,0,2.35,11.15,7.87,414,0.890710383,0,0.109289617,46.082816,5.619329,3631.301,1,0,0,1,1,0,0,0,0,NA,0.887065116,0.152996079,5.7979598026169,56,6.397375263,2.3,0,0.005,902,0,3708.4,0,100,4.3,1.5,19,11,30,NA,244.5,39,NA,482,8.55,98.7,0.131,318.5,3961.5,3,13,0.0532265664928466,"Flowing","Flowing"
"8","AL01","7","Riparian","perennial","flowing",0.0171355956231453,3.53333333333333,NA,NA,NA,NA,-2.007,NA,NA,NA,NA,NA,NA,NA,NA,2.35,NA,NA,414,0.890710383,0,0.109289617,46.082816,5.619329,3631.301,1,0,0,1,1,0,0,0,0,NA,10.24964591,0.365673162,28.029527389817,NA,6.397375263,2.3,0,NA,902,0,3708.4,0,100,4.3,1.5,19,11,30,NA,244.5,39,NA,482,NA,NA,NA,NA,NA,NA,NA,0.0532265664928466,"Flowing","Flowing"
"9","AL02","1","Flowing","intermittent_long","flowing",0.258140506998408,NA,NA,29.8,NA,NA,7.33333333333333,5.1,0.2504,50,10,35,5,0,0,4.55,14.29,8.43,391,0.37585034,0.610544218,0.013605442,46.01002,5.587158,13488.83,0.424657534246575,0.556164383561644,0.0191780821917808,1,0.387096774193548,0,0.580645161290323,0,0.032258064516129,8,1.715524472,0.233388258,7.35051748833054,9.5,0.592440797,7.4,0,0.174,803,16025.8,7755.3,59.10765724,28.60372738,12,2.3,22,17,1,17.0952381,10.52380952,1,100,34,7.39,129,0.505,554,2208,43,6,0.258140506998408,"Flowing","Flowing"
"10","AL02","1","Riparian","intermittent_long","flowing",0.0282762752042886,1.78333333333333,0.267666666666667,NA,NA,NA,7.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,4.55,NA,NA,391,0.37585034,0.610544218,0.013605442,46.01002,5.587158,13488.83,0.424657534246575,0.556164383561644,0.0191780821917808,1,0.387096774193548,0,0.580645161290323,0,0.032258064516129,8,10.07693805,0.404540208,24.9096081198436,NA,0.592440797,7.4,0,NA,803,16025.8,7755.3,59.10765724,28.60372738,12,2.3,22,17,1,17.0952381,10.52380952,1,100,34,NA,NA,NA,NA,NA,NA,NA,0.258140506998408,"Flowing","Flowing"
"11","AL02","3","Dry","intermittent_long","dry",0.0303519698730329,NA,NA,NA,16.9495188888889,NA,22.3531666666667,NA,0,50,10,35,5,0,0,1.19,NA,NA,NA,0.37585034,0.610544218,0.013605442,46.01002,5.587158,13488.83,0.424657534246575,0.556164383561644,0.0191780821917808,0.75,0.290322580645161,0.25,0.709677419354839,0,0,1,0.598074602,0.107751004,5.55052463362662,9.5,0.099128617,NA,0,NA,803,16025.8,7755.3,59.10765724,28.60372738,NA,NA,22,17,1,17.0952381,10.52380952,1,100,34,8.09,103.2,NA,NA,NA,NA,NA,0.0303519698730329,"Dry","Dry"
"12","AL02","3","Riparian","intermittent_long","dry",0.271262948186758,16.8444444444445,0.256888888888889,NA,NA,NA,22.0681666666667,NA,NA,NA,NA,NA,NA,NA,NA,1.19,NA,NA,NA,0.37585034,0.610544218,0.013605442,46.01002,5.587158,13488.83,0.424657534246575,0.556164383561644,0.0191780821917808,0.75,0.290322580645161,0.25,0.709677419354839,0,0,1,9.98108452,0.499211075,19.9937161249878,NA,0.099128617,NA,0,NA,803,16025.8,7755.3,59.10765724,28.60372738,NA,NA,22,17,1,17.0952381,10.52380952,1,100,34,NA,NA,NA,NA,NA,NA,NA,0.0303519698730329,"Dry","Dry"
"13","AL02","5","Dry","intermittent_long","dry",0.00662726097906737,NA,NA,NA,20.041515,NA,27.468,NA,0,50,10,35,5,0,0,3.13,NA,NA,NA,0.37585034,0.610544218,0.013605442,46.01002,5.587158,13488.83,0.424657534246575,0.556164383561644,0.0191780821917808,0,0.0645161290322581,1,0.903225806451613,0,0.032258064516129,27,0.454697213,0.046986583,9.67717131079738,9.5,11.43012146,NA,0,NA,803,16025.8,7755.3,59.10765724,28.60372738,0,NA,22,17,1,17.0952381,10.52380952,1,100,34,7.54,1013,NA,NA,NA,NA,NA,0.00662726097906737,"Dry","Dry"
"14","AL02","5","Riparian","intermittent_long","dry",0.121734014399052,14.6916666666667,0.132583333333333,NA,NA,NA,27.468,NA,NA,NA,NA,NA,NA,NA,NA,3.13,NA,NA,NA,0.37585034,0.610544218,0.013605442,46.01002,5.587158,13488.83,0.424657534246575,0.556164383561644,0.0191780821917808,0,0.0645161290322581,1,0.903225806451613,0,0.032258064516129,27,11.09671649,0.507847783,21.8504773703029,NA,11.43012146,NA,0,NA,803,16025.8,7755.3,59.10765724,28.60372738,0,NA,22,17,1,17.0952381,10.52380952,1,100,34,NA,NA,NA,NA,NA,NA,NA,0.00662726097906737,"Dry","Dry"
"15","AL03","1","Flowing","intermittent_moderate","flowing",0.218964673417284,NA,NA,31.9,NA,NA,5.25,4.2,0.30175,20,15,50,10,5,0,1.45,12.36,8.48,396,0.744637385,0.220633299,0.034729316,45.968351,5.575517,20053.87,0.923287671232877,0.0712328767123288,0.00547945205479452,1,1,0,0,0,0,123,0.497069473,0.121478614,4.09182700257018,16.5,1.09752326,7.9,10,0.444,735,21634.6,14018.5,50.18406189,32.51760012,13,3.8,23,19,3.4,15,40.5,8,82,279,7.1,1239,0.527,658.5,3696,30,62,0.218964673417284,"Flowing","Flowing"
"16","AL03","1","Riparian","intermittent_moderate","flowing",0.0602499524841813,1.76111111111111,0.288555555555556,NA,NA,NA,6.25,NA,NA,NA,NA,NA,NA,NA,NA,1.45,NA,NA,396,0.744637385,0.220633299,0.034729316,45.968351,5.575517,20053.87,0.923287671232877,0.0712328767123288,0.00547945205479452,1,1,0,0,0,0,123,12.91257624,0.465581822,27.7342791961495,NA,1.09752326,7.9,10,NA,735,21634.6,14018.5,50.18406189,32.51760012,13,3.8,23,19,3.4,15,40.5,8,82,279,NA,NA,NA,NA,NA,NA,NA,0.218964673417284,"Flowing","Flowing"
"17","AL03","3","Flowing","intermittent_moderate","flowing",0.631285289832084,NA,NA,NA,NA,NA,22.4808333333333,15.8,0.25355,17,15,50,15,1,2,1.2,9.1,7.91,405,0.744637385,0.220633299,0.034729316,45.968351,5.575517,20053.87,0.923287671232877,0.0712328767123288,0.00547945205479452,1,1,0,0,0,0,219,0.592321064,0.129324656,4.58010933352106,16.5,1.182502864,7.4,0,0.121,735,21634.6,14018.5,50.18406189,32.51760012,11,2.3,23,19,3.4,15,40.5,8,82,279,7.92,172.6,0.466,821.5,5921.5,34,106,0.631285289832084,"Flowing","Flowing"
"18","AL03","3","Riparian","intermittent_moderate","flowing",0.592749189533595,15.9111111111111,0.302166666666667,NA,NA,NA,21.6646666666667,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,405,0.744637385,0.220633299,0.034729316,45.968351,5.575517,20053.87,0.923287671232877,0.0712328767123288,0.00547945205479452,1,1,0,0,0,0,219,23.1225934,0.866563423,26.6830941467051,NA,1.182502864,7.4,0,NA,735,21634.6,14018.5,50.18406189,32.51760012,11,2.3,23,19,3.4,15,40.5,8,82,279,NA,NA,NA,NA,NA,NA,NA,0.631285289832084,"Flowing","Flowing"
"19","AL03","7","Flowing","intermittent_moderate","flowing",0.204606237802777,NA,NA,12,NA,NA,0.64,3.4,NA,10,20,54,15,1,0,NA,12.04,8.08,472,0.744637385,0.220633299,0.034729316,45.968351,5.575517,20053.87,0.923287671232877,0.0712328767123288,0.00547945205479452,0.125,0.032258064516129,0,0,0,0,53,NA,NA,NA,16.5,15.28326107,5.6,0,0.276,735,21634.6,14018.5,50.18406189,32.51760012,12,1.4,23,19,3.4,15,40.5,8,82,279,NA,NA,1.723,1709,2153,101,25,0.204606237802777,"Flowing","Flowing"
"20","AL03","7","Riparian","intermittent_moderate","flowing",0.00842193911172542,3.05,0.29325,NA,NA,NA,0.78725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472,0.744637385,0.220633299,0.034729316,45.968351,5.575517,20053.87,0.923287671232877,0.0712328767123288,0.00547945205479452,0.125,0.032258064516129,0,0,0,0,53,11.5791048,0.716180392,16.1678606805532,NA,15.28326107,5.6,0,NA,735,21634.6,14018.5,50.18406189,32.51760012,12,1.4,23,19,3.4,15,40.5,8,82,279,NA,NA,NA,NA,NA,NA,NA,0.204606237802777,"Flowing","Flowing"
"21","AL04","1","Flowing","perennial","flowing",0.21399087359459,NA,NA,82,NA,NA,20.4,8.9,0.2544,0,35,30,20,15,0,NA,11.8,8.3,365,1,0,0,45.92436,5.499879,31139.34,1,0,0,1,1,0,0,0,0,NA,NA,NA,NA,36,0.592433401,18.6,10,NA,322,21634.6,29018.8,31.79571591,42.64805085,20,17,30,25,0,0,NA,0,0,NA,NA,NA,0.655,599.5,1446.5,11,3,0.21399087359459,"Flowing","Flowing"
"22","AL04","1","Riparian","perennial","flowing",0.155782503095841,9.34,0.351533333333334,NA,NA,NA,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,1,0,0,45.92436,5.499879,31139.34,1,0,0,1,1,0,0,0,0,NA,11.37135408,0.183261668,62.0498230977577,NA,0.592433401,18.6,10,NA,322,21634.6,29018.8,31.79571591,42.64805085,20,17,30,25,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.21399087359459,"Flowing","Flowing"
"23","AL04","3","Flowing","perennial","flowing",0.269570656769447,NA,NA,63.84,NA,NA,11.681,10.7,0.155633333,0,30,50,15,5,0,1.12,11.28,8.23,392,1,0,0,45.92436,5.499879,31139.34,1,0,0,1,1,0,0,0,0,NA,0.282297339,0.0765439,3.68804488665981,36,0.436195566,15.3,5,NA,322,21634.6,29018.8,31.79571591,42.64805085,18,14,30,25,0,0,NA,0,0,NA,9.49,226,0.634,608.5,1768,14,3,0.269570656769447,"Flowing","Flowing"
"24","AL04","3","Riparian","perennial","flowing",0.359411279336412,13.06,0.3504,NA,NA,NA,11.7202,NA,NA,NA,NA,NA,NA,NA,NA,1.12,NA,NA,392,1,0,0,45.92436,5.499879,31139.34,1,0,0,1,1,0,0,0,0,NA,12.08912716,0.345233734,35.0172244755201,NA,0.436195566,15.3,5,NA,322,21634.6,29018.8,31.79571591,42.64805085,18,14,30,25,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.269570656769447,"Flowing","Flowing"
"25","AL04","5","Flowing","perennial","flowing",0.503934852511716,NA,NA,50,NA,NA,17.094,12.9,0.2705,0,30,50,15,5,0,1.25,10.53,8.12,388,1,0,0,45.92436,5.499879,31139.34,1,0,0,1,1,0,0,0,0,NA,0.360310735,0.05010381,7.19128415583565,36,3.094261446,9.2,10,0.864,322,21634.6,29018.8,31.79571591,42.64805085,11.5,6.9,30,25,0,0,NA,0,0,NA,7.67,1710,0.773,723.5,1318,15,15,0.503934852511716,"Flowing","Flowing"
"26","AL04","5","Riparian","perennial","flowing",0.0766486876027542,16.7555555555556,0.116111111111111,NA,NA,NA,17.1573333333333,NA,NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA,388,1,0,0,45.92436,5.499879,31139.34,1,0,0,1,1,0,0,0,0,NA,11.77137375,0.252931322,46.5398024132416,NA,3.094261446,9.2,10,NA,322,21634.6,29018.8,31.79571591,42.64805085,11.5,6.9,30,25,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.503934852511716,"Flowing","Flowing"
"27","AL04","7","Flowing","perennial","flowing",0.206042953649859,NA,NA,41,NA,NA,2.7086,7.88,0.1734,1,25,54,15,5,0,0.64,11.33,8.44,409,1,0,0,45.92436,5.499879,31139.34,1,0,0,1,1,0,0,0,0,NA,0.208515964,0.09601903,2.17161081506447,36,0.697671757,11.69,5,1.88,322,21634.6,29018.8,31.79571591,42.64805085,16,7.5,30,25,0,0,NA,0,0,NA,8.82,292,0.871,844,1337.5,14,17,0.206042953649859,"Flowing","Flowing"
"28","AL04","7","Riparian","perennial","flowing",0.0118358616804243,NA,0.34275,NA,NA,NA,2.57,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,409,1,0,0,45.92436,5.499879,31139.34,1,0,0,1,1,0,0,0,0,NA,10.09691121,0.268997551,37.5353276357523,NA,0.697671757,11.69,5,NA,322,21634.6,29018.8,31.79571591,42.64805085,16,7.5,30,25,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.206042953649859,"Flowing","Flowing"
"29","AL05","1","Flowing","perennial","flowing",0.26137977684085,NA,NA,43.4166666666667,NA,NA,10.9166666666667,10.8,0.3081,0,45,40,10,5,0,2.4,13.89,8.58,350,1,0,0,45.924939,5.402877,42564.67,1,0,0,1,1,0,0,0,0,NA,0.915796738,0.112301559,8.15479986346405,15.5,0.294456763,19.8,0,4.797,279,29543.4,56648.4,26.87241619,51.52688524,22,18,35,21,0,0,NA,0,0,NA,7.2,552,0.626,602.5,1236,4,0,0.26137977684085,NA,NA
"30","AL05","1","Riparian","perennial","flowing",0.0607891576520945,6.58888888888889,0.337722222222222,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,350,1,0,0,45.924939,5.402877,42564.67,1,0,0,1,1,0,0,0,0,NA,11.27268141,0.231456845,48.7031671497985,NA,0.294456763,19.8,0,NA,279,29543.4,56648.4,26.87241619,51.52688524,22,18,35,21,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.26137977684085,NA,NA
"31","AL05","3","Flowing","perennial","flowing",0.250251668701584,NA,NA,36.08,NA,NA,18.3726,13.8,0.2583,0,20,65,10,5,0,2.17,11.91,8.41,378,1,0,0,45.924939,5.402877,42564.67,1,0,0,1,1,0,0,0,0,NA,0.624232367,0.084410809,7.39517100232981,15.5,1.530367177,19.2,0,3.878,279,29543.4,56648.4,26.87241619,51.52688524,21,17,35,21,0,0,NA,0,0,NA,8.64,145.1,0.714,667,1540.5,11,11,0.250251668701584,"Flowing","Flowing"
"32","AL05","3","Riparian","perennial","flowing",0.147195164845334,16.2533333333333,0.344533333333333,NA,NA,NA,18.4238,NA,NA,NA,NA,NA,NA,NA,NA,2.17,NA,NA,378,1,0,0,45.924939,5.402877,42564.67,1,0,0,1,1,0,0,0,0,NA,10.90473266,0.19017563,57.3403262026791,NA,1.530367177,19.2,0,NA,279,29543.4,56648.4,26.87241619,51.52688524,21,17,35,21,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.250251668701584,"Flowing","Flowing"
"33","AL05","5","Flowing","perennial","flowing",0.13403430483228,NA,NA,37.65,NA,NA,21.235,17,0.1225,0,30,50,15,5,0,1.16,12.38,8.36,351,1,0,0,45.924939,5.402877,42564.67,1,0,0,1,1,0,0,0,0,NA,0.252503413,0.046962899,5.37665728429584,15.5,11.01572077,15.6,0,0.92,279,29543.4,56648.4,26.87241619,51.52688524,18,15,35,21,0,0,NA,0,0,NA,7.64,246,0.612,651.5,1409,29,7,0.13403430483228,"Flowing","Flowing"
"34","AL05","5","Riparian","perennial","flowing",0.2384980377849,19.3583333333333,0.176833333333334,NA,NA,NA,21.30725,NA,NA,NA,NA,NA,NA,NA,NA,1.16,NA,NA,351,1,0,0,45.924939,5.402877,42564.67,1,0,0,1,1,0,0,0,0,NA,12.15524045,0.329522728,36.8874114504175,NA,11.01572077,15.6,0,NA,279,29543.4,56648.4,26.87241619,51.52688524,18,15,35,21,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.13403430483228,"Flowing","Flowing"
"35","AL05","7","Flowing","perennial","flowing",0.179080617638823,NA,NA,36.2,NA,NA,5.3332,7.5,0.165666667,0,30,50,15,5,0,0.99,12.86,8.55,3.85,1,0,0,45.924939,5.402877,42564.67,1,0,0,1,1,0,0,0,0,NA,0.252049931,0.076171994,3.30895802727706,15.5,6.360454287,19.5,5,1.44,279,29543.4,56648.4,26.87241619,51.52688524,21,17,35,21,0,0,NA,0,0,NA,8.59,97.1,0.852,841,1085,9,17,0.179080617638823,"Flowing","Flowing"
"36","AL05","7","Riparian","perennial","flowing",0.0401078685976457,4.98333333333333,0.360416666666666,NA,NA,NA,5.635,NA,NA,NA,NA,NA,NA,NA,NA,0.99,NA,NA,3.85,1,0,0,45.924939,5.402877,42564.67,1,0,0,1,1,0,0,0,0,NA,11.8031183,0.357226335,33.0410083008018,NA,6.360454287,19.5,5,NA,279,29543.4,56648.4,26.87241619,51.52688524,21,17,35,21,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.179080617638823,"Flowing","Flowing"
"37","AL06","1","Flowing","intermittent_moderate","flowing",0.409742843781409,NA,NA,73.3333333333333,NA,NA,22.6666666666667,11,NA,0,0,70,20,0,10,1.17,13.16,8.4,356,0.955489614,0.03264095,0.011869436,45.947267,5.359297,49112.59,NA,NA,NA,1,1,0,0,0,0,NA,0.546090988,0.094604495,5.77235772993662,23.5,0.807810934,16,0,4.64,251,42728.4,59115.8,33.4117636,46.22600272,24,10,36,NA,2,3.666666667,80.5,2,5,201,NA,NA,0.691,651,1209,5,0,0.409742843781409,"Flowing","Flowing"
"38","AL06","1","Riparian","intermittent_moderate","flowing",0.0622946694187113,6.19444444444444,0.3235,NA,NA,NA,23.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,1.17,NA,NA,356,0.955489614,0.03264095,0.011869436,45.947267,5.359297,49112.59,NA,NA,NA,1,1,0,0,0,0,NA,11.85644125,0.252847639,46.8916431131872,NA,0.807810934,16,0,NA,251,42728.4,59115.8,33.4117636,46.22600272,24,10,36,NA,2,3.666666667,80.5,2,5,201,NA,NA,NA,NA,NA,NA,NA,0.409742843781409,"Flowing","Flowing"
"39","AL06","3","Flowing","intermittent_moderate","flowing",0.462012950019173,NA,NA,46.3,NA,NA,18.5051666666667,12.2,0.2486,5,15,60,15,5,0,1.55,10.24,8.11,385,0.955489614,0.03264095,0.011869436,45.947267,5.359297,49112.59,NA,NA,NA,1,1,0,0,0,0,NA,0.554961809,0.088087401,6.30012695005044,23.5,1.079639694,13.6,0,3.514,251,42728.4,59115.8,33.4117636,46.22600272,20,8,36,NA,2,3.666666667,80.5,2,5,201,8.5,134.5,0.694,655.5,1519.5,10,5,0.462012950019173,"Flowing","Flowing"
"40","AL06","3","Riparian","intermittent_moderate","flowing",0.238838090269802,17.8777777777778,0.312777777777778,NA,NA,NA,18.5843333333333,NA,NA,NA,NA,NA,NA,NA,NA,1.55,NA,NA,385,0.955489614,0.03264095,0.011869436,45.947267,5.359297,49112.59,NA,NA,NA,1,1,0,0,0,0,NA,10.67751738,0.228370612,46.7552163848473,NA,1.079639694,13.6,0,NA,251,42728.4,59115.8,33.4117636,46.22600272,20,8,36,NA,2,3.666666667,80.5,2,5,201,NA,NA,NA,NA,NA,NA,NA,0.462012950019173,"Flowing","Flowing"
"41","AL06","5","Dry","intermittent_moderate","dry",0.0639532219762565,NA,NA,NA,20.9583333333333,0.0526666666666667,26.53625,NA,0,5,15,60,15,5,0,2,NA,NA,NA,0.955489614,0.03264095,0.011869436,45.947267,5.359297,49112.59,NA,NA,NA,0.625,0.903225806451613,0.125,0.032258064516129,0.25,0.0645161290322581,2,0.217264581,0.048632858,4.46744423286824,23.5,11.83287545,NA,0,NA,251,42728.4,59115.8,33.4117636,46.22600272,NA,NA,36,NA,2,3.666666667,80.5,2,5,201,8.37,98.9,NA,NA,NA,NA,NA,0.0639532219762565,"Dry","Dry"
"42","AL06","5","Riparian","intermittent_moderate","dry",0.0136976583943865,19.2583333333333,0.119166666666667,NA,NA,NA,26.70775,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.955489614,0.03264095,0.011869436,45.947267,5.359297,49112.59,NA,NA,NA,0.625,0.903225806451613,0.125,0.032258064516129,0.25,0.0645161290322581,2,11.47262579,0.225034408,50.9816516148055,NA,11.83287545,NA,0,NA,251,42728.4,59115.8,33.4117636,46.22600272,NA,NA,36,NA,2,3.666666667,80.5,2,5,201,NA,NA,NA,NA,NA,NA,NA,0.0639532219762565,"Dry","Dry"
"43","AL06","7","Flowing","intermittent_moderate","flowing",0.267836740248255,NA,NA,36.5,NA,NA,17.042,NA,NA,5,15,60,15,5,0,NA,NA,NA,NA,0.955489614,0.03264095,0.011869436,45.947267,5.359297,49112.59,NA,NA,NA,0.125,0.032258064516129,0,0,0,0,50,NA,NA,NA,23.5,4.748222503,NA,0,NA,251,42728.4,59115.8,33.4117636,46.22600272,NA,NA,36,NA,2,3.666666667,80.5,2,5,201,NA,NA,0.84,832.5,1010,5,18,0.267836740248255,"Flowing","Flowing"
"44","AL06","7","Riparian","intermittent_moderate","flowing",0.0224080137892239,6.56666666666667,0.3068,NA,NA,NA,18.3776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.955489614,0.03264095,0.011869436,45.947267,5.359297,49112.59,NA,NA,NA,0.125,0.032258064516129,0,0,0,0,50,13.78535021,0.257870242,53.4584762595445,NA,4.748222503,NA,0,NA,251,42728.4,59115.8,33.4117636,46.22600272,NA,NA,36,NA,2,3.666666667,80.5,2,5,201,NA,NA,NA,NA,NA,NA,NA,0.267836740248255,"Flowing","Flowing"
"45","AL07","1","Flowing","intermittent_long","flowing",0.138030423779567,NA,NA,56.7666666666667,NA,NA,8.66666666666667,9.6,0.269533333,0,10,70,15,0,5,2.71,11.14,8.08,366,0.524568393,0.386454183,0.088977424,45.96069669,5.276036686,59495.63,NA,NA,NA,0.875,NA,0,NA,0.125,NA,103,1.167303872,0.157589822,7.40722882471433,14.5,2.004881112,14.4,0,NA,223,53313.2,68228.3,36.12421485,46.23046015,19,8.4,34,23,6.090909091,26.36363636,20.78947368,23,120,73,NA,NA,0.737,697.5,1227.5,9,2,0.138030423779567,"Flowing","Flowing"
"46","AL07","1","Riparian","intermittent_long","flowing",0.698216639481219,7.55555555555556,0.342277777777778,NA,NA,NA,8.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,2.71,NA,NA,366,0.524568393,0.386454183,0.088977424,45.96069669,5.276036686,59495.63,NA,NA,NA,0.875,NA,0,NA,0.125,NA,103,12.26179949,0.339857408,36.0792473589394,NA,2.004881112,14.4,0,NA,223,53313.2,68228.3,36.12421485,46.23046015,19,8.4,34,23,6.090909091,26.36363636,20.78947368,23,120,73,NA,NA,NA,NA,NA,NA,NA,0.138030423779567,"Flowing","Flowing"
"47","AL07","3","Flowing","intermittent_long","flowing",0.246079232862717,NA,NA,34.2166666666667,NA,NA,19.2343333333333,15.7,0.209375,5,10,70,15,0,0,1.36,10.3,8.16,384,0.524568393,0.386454183,0.088977424,45.96069669,5.276036686,59495.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.526567991,0.089830119,5.8618200316533,14.5,1.225437254,13,0,1.119,223,53313.2,68228.3,36.12421485,46.23046015,17,8,34,23,6.090909091,26.36363636,20.78947368,23,120,73,8.61,138.2,0.788,709.5,1354.5,24,6,0.246079232862717,"Flowing","Flowing"
